VALID,VALID2,LAT,LON,MAG,WFO,TYPECODE,TYPETEXT,CITY,COUNTY,STATE,SOURCE,REMARK,CATEGORY,UGC,UGCNAME
2.02207E+11,7/28/22 13:30,37.45,-82.81,None,JKL,E,FLOOD,GLO,FLOYD,KY,PUBLIC,PICTURE SHOWS MARATHON GAS STATION ALONG KY-7 (MAIN STREET) IN WAYLAND INUNDATED BY FLOOD WATERS. FUEL PUMPS WERE COMPLETELY SUBMERGED. TIME ESTIMATED.,2,KYC071,Floyd
2.02207E+11,7/28/22 13:53,37.56,-83.39,None,JKL,E,FLOOD,1 W JACKSON,BREATHITT,KY,PUBLIC,KIWANIS PARK IN JACKSON INUNDATING BY THE NORTH FORK KENTUCKY RIVER.,2,KYC025,Breathitt
2.02207E+11,7/28/22 14:00,37.74,-83.33,None,JKL,E,FLOOD,LEE CITY,WOLFE,KY,PUBLIC,RED RIVER FLOODING ACROSS KY-205 AT LEE CITY.,2,KYC237,Wolfe
2.02207E+11,7/28/22 14:16,37.45,-83.45,None,JKL,E,FLOOD,CANOE,BREATHITT,KY,PUBLIC,CHURCH AND HOME AT INTERSECTION OF JOE LITTLE FORK AND KY-3237 INUNDATED BY FLOOD WATERS OF JOE LITTLE AND CANOE CREEKS.,2,KYC025,Breathitt
2.02207E+11,7/28/22 15:00,37.46,-83.26,None,JKL,E,FLOOD,1 W HARDSHELL,BREATHITT,KY,PUBLIC,PICTURE SHOWS OLD CANEY SCHOOL SURROUNDED BY TROUBLESOME CREEK FLOOD WATERS UP TO THE SECOND STORY. TIME ESTIMATED.,2,KYC025,Breathitt
2.02207E+11,7/28/22 15:19,37.56,-83.4,None,JKL,E,FLOOD,1 W JACKSON,BREATHITT,KY,PUBLIC,DOUTHITT PARK BALL FIELD INUNDATED WITH SEVERAL FEET OF WATER FROM THE NORTH FORK KENTUCKY RIVER.,2,KYC025,Breathitt
2.02207E+11,7/28/22 15:26,37.48,-83.32,None,JKL,E,FLOOD,LOST CREEK,BREATHITT,KY,PUBLIC,LOST CREEK EVANGELICAL FREE CHURCH ALONG KY-476 INUNDATED BY TROUBLESOME CREEK TO WITHIN A COUPLE FEET OF THE ROOF.,2,KYC025,Breathitt
2.02207E+11,7/28/22 15:58,37.31,-83.34,None,JKL,E,FLOOD,KRYPTON,PERRY,KY,PUBLIC,KY-451 INUNDATED BY THE NORTH FORK KENTUCKY RIVER AND CAMPBELL CREEK AT KRYPTON.,2,KYC193,Perry
2.02207E+11,7/28/22 16:21,37.48,-83.37,None,JKL,E,FLOOD,1 NNE HOWARD CREEK,BREATHITT,KY,PUBLIC,KY-397 AND KY-1110 INTERSECTION INUNDATED BY THE NORTH FORK KENTUCKY RIVER.,2,KYC025,Breathitt
2.02207E+11,7/28/22 16:38,37.8,-83.42,None,JKL,E,FLOOD,HAZEL GREEN,WOLFE,KY,PUBLIC,SEVERAL INCHES OF STANDING WATER FROM THE RED RIVER IN THE WOLFE COUNTY ANIMAL SHELTER.,1,KYC237,Wolfe
2.02207E+11,7/28/22 16:40,37.48,-83.3,None,JKL,E,FLOOD,FLINTVILLE,BREATHITT,KY,PUBLIC,HOMES ALONG KY-476 NEAR INTERSECTION WITH KY-15 INUNDATED HALF WAY UP THE FIRST STORY BY TROUBLESOME CREEK.,2,KYC025,Breathitt
2.02207E+11,7/28/22 17:26,37.48,-83.32,None,JKL,E,FLOOD,LOST CREEK,BREATHITT,KY,PUBLIC,HOMES AT LOST CREEK COMMUNITY AS WELL AS THE RIVERSIDE SCHOOL CAMPUS INUNDATED BY FLOOD WATERS FROM TROUBLESOME AND LOST CREEKS.,2,KYC025,Breathitt
2.02207E+11,7/28/22 17:28,36.78,-83.61,None,JKL,E,FLOOD,1 S KETTLE ISLAND,BELL,KY,PUBLIC,VIDEO FOOTAGE SHOWS STRAIGHT CREEK FLOODING ONTO OLD JENSEN ROAD IN BELL COUNTY.,2,KYC013,Bell
2.02207E+11,7/28/22 17:55,37.18,-82.91,None,JKL,E,FLOOD,1 WSW ISOM,LETCHER,KY,PUBLIC,ISOM IGA/SUBWAY AND ADJACENT BUSINESSES INUNDATED BY SEVERAL FEET OF FLOOD WATER.,2,KYC133,Letcher
2.02207E+11,7/28/22 18:00,37.47,-83.47,None,JKL,E,FLOOD,2 NW CANOE,BREATHITT,KY,PUBLIC,PICTURE SHOWS CANOE ROAD INUNDATED BY THE MIDDLE FORK OF THE KENTUCKY RIVER. TIME ESTIMATED.,1,KYC025,Breathitt
2.02207E+11,7/28/22 18:46,37.12,-82.83,None,JKL,E,FLOOD,WHITESBURG,LETCHER,KY,BROADCAST MEDIA,PICTURES FROM MEDIA SHOW SKCTC CAMPUS INUNDATED BY THE NORTH FORK KENTUCKY RIVER. WATER LEVEL HALF WAY UP THE FIRST-STORY WINDOWS ON AT LEAST ONE CAMPUS BUILDING.,2,KYC133,Letcher
2.02207E+11,7/28/22 19:00,37.48,-83.37,None,JKL,E,FLOOD,1 NNE HOWARD CREEK,BREATHITT,KY,PUBLIC,PICTURES SHOW ELECTRIC SUBSTATION AT THE INTERSECTION OF KY-397 AND KY-1110 INUNDATED BY THE NORTH FORK KENTUCKY RIVER. TIME ESTIMATED.,2,KYC025,Breathitt
2.02207E+11,7/28/22 19:00,37.34,-83.35,None,JKL,E,FLOOD,CHAVIES,PERRY,KY,BROADCAST MEDIA,PICTURES FROM BROADCAST MEDIA SHOW FLOOD WATERS OF NORTH FORK KENTUCKY RIVER INUNDATING THE INTERSECTION OF KY-458 AND KY-28 JUST OUTSIDE OF CHAVIES. TIME ESTIMATED.,2,KYC193,Perry
2.02207E+11,7/28/22 19:09,37.29,-83.68,None,JKL,x,DEBRIS FLOW,1 SW TEGES,CLAY,KY,DEPT OF HIGHWAYS,KYTC REPORTED A DEBRIS FLOW ONTO KY-11 NEAR MP 22 IN CLAY COUNTY.,2,KYC051,Clay
2.02207E+11,7/28/22 19:36,37.54,-83.35,None,JKL,E,FLOOD,QUICKSAND,BREATHITT,KY,PUBLIC,KY-1098 SUBMERGED AT INTERSECTION OF KY-15 BY QUICKSAND CREEK FLOOD WATERS.,2,KYC025,Breathitt
2.02207E+11,7/28/22 19:38,37.55,-83.38,None,JKL,E,FLOOD,1 SSW JACKSON,BREATHITT,KY,PUBLIC,VIDEO FOOTAGE SHOWS SOUTH JACKSON INUNDATED BY THE NORTH FORK KENTUCKY RIVER.,2,KYC025,Breathitt
2.02207E+11,7/28/22 20:14,37.5,-82.83,None,JKL,E,FLOOD,1 SE BOSCO,FLOYD,KY,PUBLIC,VIDEO FOOTAGE SHOWS WATER RESCUE BY ROUTE 7 BRIDGE NEAR MADDYS PIZZA IN ARY.,3,KYC071,Floyd
2.02207E+11,7/28/22 21:00,37.5,-82.83,None,JKL,E,FLOOD,1 SE BOSCO,FLOYD,KY,PUBLIC,PICTURE ON SOCIAL MEDIA SHOWS WATER UP TO THE WINDOWS ON TRAILER HOMES IN HUEYSVILLE. TIME ESTIMATED.,2,KYC071,Floyd
2.02207E+11,7/28/22 21:00,37.56,-83.39,None,JKL,E,FLOOD,1 W JACKSON,BREATHITT,KY,PUBLIC,NORTH FORK KENTUCKY RIVER BEGINS INUNDATING SLONES TRAILER PARK AT JACKSON.,2,KYC025,Breathitt
2.02207E+11,7/28/22 21:11,37.57,-83.4,None,JKL,E,FLOOD,1 S FIVEMILE,BREATHITT,KY,PUBLIC,HORSE BARN SUBMERGED TO ITS ROOF AT WOLVERINE BY THE NORTH FORK KENTUCKY RIVER.,2,KYC025,Breathitt
2.02207E+11,7/28/22 21:19,37.48,-82.84,None,JKL,E,FLOOD,GARRET,FLOYD,KY,PUBLIC,GARRETT COMMUNITY INUNDATED BY SEVERAL FEET OF FLOOD WATER FROM RIGHT FORK BEAVER CREEK.,2,KYC071,Floyd
2.02207E+11,7/28/22 23:28,37.57,-82.76,None,JKL,E,FLOOD,MARTIN,FLOYD,KY,FIRE DEPT/RESCUE,MARTIN FIRE DEPARTMENT REPORTED FLOOD WATER OVER BRAWLEY STREET IN MARTIN.,1,KYC071,Floyd
2.02207E+11,7/28/22 23:56,37.25,-83.2,None,JKL,E,FLOOD,HAZARD,PERRY,KY,BROADCAST MEDIA,WYMT PHOTO SHOWS FLOOD WATERS FROM THE NORTH FORK KENTUCKY RIVER INUNDATING NORTH MAIN STREET NEAR THE INTERSECTION WITH Y STREET.,1,KYC193,Perry
2.02207E+11,7/29/22 6:00,37.87,-82.53,None,JKL,F,FLASH FLOOD,INEZ,MARTIN,KY,PUBLIC,VIDEO POSTED ON SOCIAL MEDIA SHOWING THE AFTERMATH OF FLASH FLOODING ALONG MAIN STREET IN INEZ. THE CREEK EXCEEDED ITS BANKS AND CAME INTO TOWN_ WITH MUD RESIDUE CLEARLY SEEN ON THE ROADS_ SIDEWALKS ,1,KYC159,Martin
2.02207E+11,7/29/22 12:10,37.55,-83.39,None,JKL,E,FLOOD,JACKSON,BREATHITT,KY,PUBLIC,PICTURES SHOW WIDESPREAD INUNDATION IN DOWNTOWN JACKSON AT THE INTERSECTION OF BROADWAY AND HAWK STREET.,1,KYC025,Breathitt
2.02207E+11,7/29/22 13:11,37.56,-83.42,None,JKL,E,FLOOD,ELKATAWA,BREATHITT,KY,PUBLIC,PICTURES ON SOCIAL MEDIA SHOW FLOOD WATERS SURROUNDING THE ELKATAWA FREE METHODIST CHURCH. KY-52 INUNDATED.,2,KYC025,Breathitt
2.02207E+11,7/29/22 14:25,37.57,-83.4,None,JKL,E,FLOOD,1 WNW JACKSON,BREATHITT,KY,PUBLIC,JACKSON SAVE A LOT AND TRACTOR SUPPLY CO. INUNDATED BY THE NORTH FORK KENTUCKY RIVER.,2,KYC025,Breathitt
2.02207E+11,7/29/22 14:47,37.56,-83.39,None,JKL,E,FLOOD,1 W JACKSON,BREATHITT,KY,PUBLIC,PICTURES SHOW NORTH FORK KENTUCKY RIVER INUNDATING THE SLONES TRAILER PARK UP TO THE WINDOWS OF A CAR.,2,KYC025,Breathitt
2.02207E+11,7/29/22 15:55,36.78,-83.57,None,JKL,F,FLASH FLOOD,CALLAWAY,BELL,KY,911 CALL CENTER,BELL COUNTY DISPATCH REPORTS THAT BALKAN RD OFF OF US 119 WAS CLOSED DUE TO HIGH WATER.,2,KYC013,Bell
2.02207E+11,7/29/22 16:47,36.76,-83.26,None,JKL,F,FLASH FLOOD,THREE POINT,HARLAN,KY,911 CALL CENTER,REPORT OF FLASH FLOODING TAKING PLACE IN THREE POINTS_ KY OFF OF HWY 991 JUST SOUTH OF CAWOOD_ KY.,2,KYC095,Harlan
2.02207E+11,7/29/22 17:13,36.71,-83.67,None,JKL,F,FLASH FLOOD,1 WSW PONZA,BELL,KY,PUBLIC,PICTURES ON SOCIAL MEDIA SHOW MINOR FLASH FLOODING AND DEBRIS ALONG PAGE CUTOFF ROAD.,1,KYC013,Bell
2.02207E+11,7/30/22 3:47,37.57,-83.71,None,JKL,E,FLOOD,PROCTOR,LEE,KY,PUBLIC,WEST MAIN STREET COVERED WITH FLOOD WATER AT THE RR UNDERPASS. WATER ALSO OVER LUMBER STREET NEAR THE VALERO GAS STATION.,1,KYC129,Lee
